experiment,num_runs,mean_best_val_acc,std_best_val_acc,min_best_val_acc,max_best_val_acc,seeds
single_gate_black_g2,3,0.8333333333333334,0.016666666666666663,0.8166666666666667,0.85,42 332 2026
