epoch,lr,train_loss,val_loss,val_acc,train_loss_ema,val_loss_ema,val_acc_ema
1,0.0003,1.6567006786664327,1.8071804722150167,0.16666666666666666,1.6567006786664327,1.8071804722150167,0.16666666666666666
2,0.0002992056748283996,1.4318804264068603,1.2888062636057536,0.575,1.5780135903755823,1.6257494992017745,0.3095833333333333
3,0.0002968314021064018,1.3394800623257954,1.2143182237943013,0.6166666666666667,1.4945268555581568,1.4817485528091587,0.4170625
4,0.00029290319486279724,1.2893414855003358,1.183489445845286,0.55,1.4227119760379194,1.3773578653718033,0.46359062500000003
5,0.00028746409135817707,1.2472912381092707,1.0391348977883657,0.6583333333333333,1.3613147177628924,1.2589798267176002,0.5317505729166667
6,0.0002805736835487436,1.2314374128977457,1.0861701448758443,0.5916666666666667,1.315857661060091,1.1984964380729857,0.5527212057291667
7,0.0002723074641843674,1.210016236702601,1.1024012128512064,0.6333333333333333,1.2788131625349695,1.164863109245363,0.580935450390625
8,0.00026275599969422214,1.1802965531746545,0.9554544687271118,0.7166666666666667,1.2443323492588592,1.091570085063975,0.6284413760872396
9,0.0002520239379220344,1.14534330368042,0.9163082877794901,0.7166666666666667,1.2096861833064054,1.0302284560144053,0.6593202277900391
10,0.00024022886158240857,1.1068306336800258,1.0676258007685344,0.5833333333333334,1.1736867409371725,1.0433175266783503,0.632724814730192
11,0.00022749999999999997,1.0341975222031274,0.8921732187271119,0.75,1.1248655143802568,0.9904170188954169,0.6737711295746248
12,0.00021397681324599103,1.043663298090299,0.8501922527949015,0.7416666666666667,1.0964447386787715,0.9413383507602364,0.6975345675568394
13,0.00019980746418436736,1.0043336421251297,0.9302176137765249,0.6833333333333333,1.0642058548849969,0.9374460928159374,0.6925641355786123
14,0.00018514719516857508,0.9640602330366771,0.8270209272702534,0.6666666666666666,1.029154887238085,0.8987972848749479,0.6835000214594313
15,0.00017015662717380977,0.9444621513287227,0.7705174724260966,0.7333333333333333,0.9995124296698081,0.85389935051785,0.700941680615297
16,0.00015500000000000003,0.9472718104720116,0.7694327781597773,0.75,0.9812282129505794,0.8243360501925246,0.7181120923999431
17,0.00013984337282619026,0.883803878724575,0.759444244702657,0.7666666666666667,0.9471296959714779,0.8016239182710709,0.7351061933932963
18,0.00012485280483142487,0.8797313114007314,0.7179353137811025,0.7666666666666667,0.9235402613717166,0.7723329066995821,0.7461523590389759
19,0.00011019253581563262,0.8727955237030983,0.6374790807565053,0.775,0.9057796031877002,0.7251340676195052,0.7562490333753343
20,9.602318675400897e-05,0.8538471822937329,0.6274131576220194,0.8083333333333333,0.8876032558748117,0.6909317491203852,0.774478538360634
21,8.250000000000003e-05,0.7783848618467649,0.6209963182608287,0.8166666666666667,0.8493768179649952,0.6664543483195404,0.7892443832677454
22,6.977113841759141e-05,0.7935097396373749,0.6383314395944277,0.8,0.8298233405503281,0.656611330265751,0.7930088491240346
23,5.7976062077965607e-05,0.7885201767086982,0.6856076836585998,0.7833333333333333,0.8153672332057578,0.6667600539532481,0.7896224185972892
24,4.7244000305777854e-05,0.822966805100441,0.5897250185410182,0.8166666666666667,0.818027083368897,0.6397977915589677,0.7990879054215714
25,3.7692535815632644e-05,0.7782875210046768,0.6107578625281652,0.7916666666666666,0.8041182365414199,0.6296338163981868,0.7964904718573547
26,2.9426316451256393e-05,0.7587282747030258,0.581869508822759,0.825,0.7882317498979821,0.612916308746787,0.8064688067072805
27,2.2535908641822862e-05,0.7385507469375928,0.5856499090790749,0.8333333333333334,0.7708433988618458,0.6033730688630878,0.815871391026399
28,1.7096805137202738e-05,0.7291970218221346,0.5626352061827977,0.85,0.7562671668979468,0.5891148169249862,0.8278164041671594
29,1.3168597893598177e-05,0.73996558735768,0.5566765358050664,0.85,0.7505616140588535,0.5777614185330143,0.8355806627086536
30,1.0794325171600358e-05,0.7185722226897876,0.5503337860107422,0.8416666666666667,0.7393653270796805,0.5681617471502192,0.8377107640939582
