class_name,gate,num_images,feature,mean,std,minimum,maximum
flat_false,0,44,mean_all,0.03160251985536888,0.04042453856611884,0.00032755290158092976,0.21471641957759857
flat_false,0,44,foreground_ratio,0.15206880870245823,0.1613126436187123,0.0,0.7971938775510204
flat_false,0,44,foreground_mean,0.13016998547721992,0.11631247982747794,0.0,0.43259626626968384
flat_false,0,44,p95,0.13734403319275854,0.12013556458112831,0.003921568859368563,0.43921568989753723
flat_false,0,44,p99,0.13850267839999023,0.12105513433815769,0.003921568859368563,0.4431372582912445
flat_false,0,44,max_value,0.1440285247729414,0.12535745233770357,0.003921568859368563,0.4470588266849518
flat_false,0,44,bbox_area_ratio,0.37720043628246747,0.29501181343550315,0.0,0.7971938775510204
flat_false,0,44,bbox_aspect,0.650809268585482,0.5889525431222292,0.0,1.9803921568627452
flat_false,0,44,edge_density,0.07604542617939895,0.08314478174579239,0.0,0.32854494902687675
flat_false,1,44,mean_all,0.0320792680405165,0.023001119490201106,0.00032755290158092976,0.10559482127428055
flat_false,1,44,foreground_ratio,0.1895604744028293,0.13583840661150637,0.0,0.7971938775510204
flat_false,1,44,foreground_mean,0.15218863280659373,0.07973381018962702,0.0,0.26584750413894653
flat_false,1,44,p95,0.15971479925792664,0.08347576935367045,0.003921568859368563,0.29019609093666077
flat_false,1,44,p99,0.1611408244670284,0.08408674401010564,0.003921568859368563,0.29411765933036804
flat_false,1,44,max_value,0.16791444310960782,0.08799640291386361,0.003921568859368563,0.30980393290519714
flat_false,1,44,bbox_area_ratio,0.5004629159902598,0.22206615767162435,0.0,0.7971938775510204
flat_false,1,44,bbox_aspect,0.8573753742565899,0.5287289762524883,0.0,2.272727272727273
flat_false,1,44,edge_density,0.10017733590581143,0.07799492204715931,0.0,0.31595210505986865
flat_false,2,44,mean_all,0.023608123619024726,0.02323296921653814,0.00032755290158092976,0.10960689187049866
flat_false,2,44,foreground_ratio,0.1515483679267161,0.13309726412197964,0.0,0.5269451530612245
flat_false,2,44,foreground_mean,0.10398884083737027,0.07962661954978671,0.0,0.213271826505661
flat_false,2,44,p95,0.10935829112052241,0.08134179450795789,0.003921568859368563,0.22745098173618317
flat_false,2,44,p99,0.1103386833036149,0.08190861897141212,0.003921568859368563,0.22745098173618317
flat_false,2,44,max_value,0.11461675791493194,0.08508688295553604,0.003921568859368563,0.239215686917305
flat_false,2,44,bbox_area_ratio,0.38802324907235625,0.2832904963804121,0.0,0.7692920918367347
flat_false,2,44,bbox_aspect,0.6798469078700702,0.6360561855466231,0.0,2.9411764705882355
flat_false,2,44,edge_density,0.06790919318656084,0.07053715514754198,0.0,0.2672016048144433
true3d,0,44,mean_all,0.03789019456069747,0.02560011208962507,0.000377182150259614,0.1351291388273239
true3d,0,44,foreground_ratio,0.15176850214517626,0.09266586747746033,0.00023915816326530612,0.45553651147959184
true3d,0,44,foreground_mean,0.24365390379997817,0.05967030613031263,0.10518225282430649,0.3790220022201538
true3d,0,44,p95,0.24295900885904717,0.10735086338653498,0.003921568859368563,0.4156862795352936
true3d,0,44,p99,0.31033868936356157,0.082867381959912,0.003921568859368563,0.42352941632270813
true3d,0,44,max_value,0.3426025039093061,0.05679257256429292,0.2235294133424759,0.4313725531101227
true3d,0,44,bbox_area_ratio,0.44894652640885907,0.20237915484974842,0.00031887755102040814,0.7653061224489796
true3d,0,44,bbox_aspect,1.4454422533492721,2.3722096368789836,0.28402366863905326,13.7
true3d,0,44,edge_density,0.24059384130794764,0.16721852339114004,0.0650825771917227,1.0
true3d,1,44,mean_all,0.05897492957724766,0.026407954673886368,0.022159257903695107,0.13512779772281647
true3d,1,44,foreground_ratio,0.2042741368564471,0.08382863760624669,0.08557876275510204,0.4139429209183674
true3d,1,44,foreground_mean,0.2869924391535195,0.045171253103858146,0.1862768679857254,0.3790183663368225
true3d,1,44,p95,0.31773619387637486,0.050494660883697966,0.21176470816135406,0.4156862795352936
true3d,1,44,p99,0.3289661400697448,0.051486694457217194,0.23529411852359772,0.41960784792900085
true3d,1,44,max_value,0.337700543417172,0.05229496488588985,0.24313725531101227,0.4274509847164154
true3d,1,44,bbox_area_ratio,0.5369920606737013,0.1408477145424845,0.25956632653061223,0.7810108418367347
true3d,1,44,bbox_aspect,1.0039204592122442,0.5529069642825011,0.35175879396984927,2.9558823529411766
true3d,1,44,edge_density,0.20707546724875955,0.10887673624296443,0.062019899984533694,0.4527247321844434
true3d,2,44,mean_all,0.047123096459968525,0.03699669923364744,0.010659967549145222,0.221422016620636
true3d,2,44,foreground_ratio,0.1808479606331169,0.12610723512766572,0.04257015306122449,0.7817681760204082
true3d,2,44,foreground_mean,0.24805777689272707,0.04871774796536024,0.13439293205738068,0.33804813027381897
true3d,2,44,p95,0.2483957283177667,0.08520215061607656,0.003921568859368563,0.3764705955982208
true3d,2,44,p99,0.30554813688451593,0.04942167840581545,0.18039216101169586,0.3921568691730499
true3d,2,44,max_value,0.3188057135451924,0.0512032659679935,0.1921568661928177,0.4156862795352936
true3d,2,44,bbox_area_ratio,0.4557099917381724,0.192763340212343,0.12053571428571429,0.8132174744897959
true3d,2,44,bbox_aspect,1.0388618095874926,0.7238766935444956,0.3384615384615385,3.192982456140351
true3d,2,44,edge_density,0.23347792134634188,0.1331292320831316,0.04991587212563096,0.6665248830284985
