class_name,num_samples,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,mean_active_fraction_std,mean_max_mean_ratio
flat_false,44,0.584776257232863,0.5847762572203686,0.570248303651385,0.11773723206230598,0.07508869267985574,103.84642052405758
true3d,44,0.6735823715729196,0.673582371670514,0.6669596629958079,0.09343162151753494,0.043091143412311794,9.394196654509546
