class_name,num_samples,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,mean_active_fraction_std,mean_max_mean_ratio
flat_false,176,0.5858561365346014,0.5858561368117859,0.6544816019446492,0.164344646851012,0.21722429922605938,2.038713430014393
true3d,176,0.6753029004724266,0.6753029007466652,0.6715236942749553,0.07791581885557564,0.0427394069416881,3.3717393417292216
