class_name,num_samples,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,mean_active_fraction_std,mean_max_mean_ratio
flat_false,44,0.5848163936242465,0.5848163937427977,0.5362630444159996,0.1177584223615034,0.08444371866062284,320.97327716285383
true3d,44,0.673618454082245,0.6736184550477854,0.6712255570134892,0.09339678180531806,0.042958868024470576,9.327535780359987
