class_name,num_samples,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,mean_active_fraction_std,mean_max_mean_ratio
flat_false,176,0.5961517765554903,0.5961517768424565,0.6434670979336062,0.1644614125667211,0.2031502287400971,2.5662456003711935
true3d,176,0.6823302197805942,0.6823302200328446,0.655511188186149,0.06184843348808389,0.053685485099611636,2.299933367640085
