experiment,num_runs,mean_best_val_acc,std_best_val_acc,min_best_val_acc,max_best_val_acc,seeds
six_class_attention_residual,3,0.9472222222222222,0.012729376930432893,0.9333333333333333,0.9583333333333334,42 332 2026
