epoch,lr,train_loss,val_loss,val_acc,train_loss_ema,val_loss_ema,val_acc_ema
1,0.0003,1.6257761696974435,2.0554045538107553,0.16666666666666666,1.6257761696974435,2.0554045538107553,0.16666666666666666
2,0.0002992056748283996,1.329146385192871,1.1207445695996285,0.6333333333333333,1.5219557451208434,1.728273559336861,0.32999999999999996
3,0.0002968314021064018,1.1807899167140326,1.1712175572911898,0.43333333333333335,1.4025477051784596,1.533303958620876,0.36616666666666664
4,0.00029290319486279724,1.077165245016416,0.8602432548999787,0.7,1.2886638441217444,1.297732712318562,0.48300833333333326
5,0.00028746409135817707,0.9660241375366847,0.7524761100610097,0.7583333333333333,1.1757399468169736,1.1068929015284188,0.5793720833333333
6,0.0002805736835487436,0.9299832930167516,1.0076071140666802,0.525,1.0897251179868959,1.0721428759168101,0.5603418541666667
7,0.0002723074641843674,0.8643401563167572,0.6368733944992224,0.775,1.0108403814023472,0.9197985574206544,0.6354722052083334
8,0.00026275599969422214,0.8783218721548717,0.6036549871166547,0.7583333333333333,0.9644589031657309,0.8091483078142545,0.6784736000520833
9,0.0002520239379220344,0.8173719053467114,0.6755245082080364,0.7333333333333333,0.9129784539290741,0.7623799779520781,0.6976745067005208
10,0.00024022886158240857,0.7378309776385625,0.6443324324985346,0.7333333333333333,0.8516768372273951,0.7210633370433379,0.7101550960220051
11,0.00022749999999999997,0.6907301798462868,0.8105963115890821,0.7166666666666667,0.7953455071440072,0.7523998781343484,0.7124341457476366
12,0.00021397681324599103,0.6894310822089513,0.47855007126927374,0.85,0.7582754584167377,0.6565524457315722,0.7605821947359639
13,0.00019980746418436736,0.6271811763445536,0.44003803431987765,0.8333333333333334,0.7123924596914732,0.5807724017374791,0.7860450932450432
14,0.00018514719516857508,0.5831702316800753,0.5466223018864791,0.75,0.667164679887484,0.5688198667896291,0.7734293106092781
15,0.00017015662717380977,0.6084825957814852,0.4508680820465088,0.8416666666666667,0.6466259504503844,0.527536742129537,0.7973123852293641
16,0.00015500000000000003,0.5678919220964114,0.3672817889600992,0.8833333333333333,0.6190690405264938,0.47144750852023376,0.8274197170657533
17,0.00013984337282619026,0.5327515065670013,0.5269634495178859,0.8333333333333334,0.5888579036406715,0.490878087869412,0.8294894827594064
18,0.00012485280483142487,0.5373447502652804,0.44361374887327354,0.825,0.5708282999592846,0.4743355692207635,0.8279181637936142
19,0.00011019253581563262,0.51708375364542,0.37102852314710616,0.8416666666666667,0.552017708749432,0.4381781030949834,0.8327301397991825
20,9.602318675400897e-05,0.5553719098369281,0.33376397254566353,0.8833333333333333,0.5531916791300556,0.40163315740272143,0.8504412575361353
21,8.250000000000003e-05,0.48657781730095545,0.3337700806558132,0.8666666666666667,0.5298768274898706,0.37788108054130354,0.8561201507318213
22,6.977113841759141e-05,0.4778158187866211,0.3138875129322211,0.875,0.5116554744437333,0.3554833318781247,0.862728097975684
23,5.7976062077965607e-05,0.4658716445167859,0.3468490019440651,0.875,0.4956311339693017,0.3524613164012038,0.8670232636841946
24,4.7244000305777854e-05,0.47353836049636205,0.30062124903003373,0.8666666666666667,0.48789866325377285,0.3343172928212943,0.8668984547280598
25,3.7692535815632644e-05,0.4781310444076856,0.2950823114564021,0.9,0.4844799966576423,0.320585049343582,0.8784839955732389
26,2.9426316451256393e-05,0.45074585725863775,0.27306716752549015,0.9083333333333333,0.4726730478679907,0.30395379070724987,0.8889312637892719
27,2.2535908641822862e-05,0.42778422832489016,0.2776558673630158,0.9083333333333333,0.45696196102790554,0.2947495175367679,0.8957219881296934
28,1.7096805137202738e-05,0.437691630423069,0.26755678293605645,0.9166666666666666,0.4502173453162127,0.28523206042651894,0.903052625617634
29,1.3168597893598177e-05,0.4449460248152415,0.264830287049214,0.925,0.4483723831408728,0.2780914397444622,0.9107342066514621
30,1.0794325171600358e-05,0.42437467277050017,0.26636964790523054,0.925,0.4399731845112424,0.27398881260073116,0.9157272343234504
