epoch,lr,train_loss,val_loss,val_acc,train_loss_ema,val_loss_ema,val_acc_ema
1,0.0003,1.6667320589224497,1.7710893591245016,0.24166666666666667,1.6667320589224497,1.7710893591245016,0.24166666666666667
2,0.0002992056748283996,1.4869112948576608,1.3061950663725534,0.5416666666666666,1.6037947914997737,1.6083763566613198,0.3466666666666667
3,0.0002968314021064018,1.3841044714053472,1.3079042951265971,0.5166666666666667,1.5269031794667245,1.503211135124167,0.4061666666666667
4,0.00029290319486279724,1.2982097148895264,1.0600560903549194,0.6666666666666666,1.4468604668647052,1.3481068694549303,0.4973416666666667
5,0.00028746409135817707,1.194128398100535,1.2002341588338217,0.5416666666666666,1.3584042427972456,1.2963514207375422,0.5128554166666667
6,0.0002805736835487436,1.1756674259901048,1.008759143948555,0.625,1.2944463569147464,1.1956941238613967,0.5521060208333334
7,0.0002723074641843674,1.094349230825901,0.9690410902102788,0.7,1.2244123627836505,1.1163655620835056,0.6038689135416667
8,0.00026275599969422214,1.116475092371305,0.8818567807475726,0.6916666666666667,1.1866343181393295,1.034287488615929,0.6345981271354166
9,0.0002520239379220344,1.0461213623483976,0.8503814056515694,0.7333333333333333,1.1374547836125033,0.9699203595784032,0.6691554493046874
10,0.00024022886158240857,1.021652173002561,0.8365068748593331,0.6916666666666667,1.0969238698990236,0.9232256399267286,0.6770343753813801
11,0.00022749999999999997,0.9997264405091604,0.8386457790931066,0.7166666666666667,1.0629047696125715,0.8936226886349607,0.6909056773312303
12,0.00021397681324599103,0.9705319901307424,0.7305110755066077,0.725,1.0305742967939313,0.8365336240400372,0.7028386902652997
13,0.00019980746418436736,0.8849298944075902,0.711707579344511,0.7666666666666667,0.9795987559587118,0.792844508396603,0.7251784820057781
14,0.00018514719516857508,0.8741070871551831,0.6738447740674018,0.8166666666666667,0.9426766718774768,0.7511946013813826,0.7571993466370891
15,0.00017015662717380977,0.8555028572678566,0.6809385826190313,0.7583333333333333,0.9121658367641097,0.7266049948145596,0.7575962419807746
16,0.00015500000000000003,0.8480718115965525,0.7910105834404627,0.7416666666666667,0.8897329279554647,0.7491469508336257,0.7520208906208368
17,0.00013984337282619026,0.7937905430793762,0.6242792688310146,0.7916666666666666,0.8561530932488337,0.7054432621327118,0.7658969122368773
18,0.00012485280483142487,0.787012979388237,0.7131385403374831,0.7833333333333333,0.8319540533976248,0.7081366095043817,0.7719996596206369
19,0.00011019253581563262,0.7808917194604874,0.7108220169941585,0.8,0.8140822365196267,0.7090765021258036,0.7817997787534139
20,9.602318675400897e-05,0.801311973730723,0.5679698817431926,0.8166666666666667,0.8096126445435103,0.6596891849918898,0.7940031895230524
21,8.250000000000003e-05,0.7450777764121691,0.6159395697216193,0.7833333333333333,0.787025440697541,0.6443768196472951,0.7902687398566507
22,6.977113841759141e-05,0.7260117853681246,0.5683442031343778,0.8083333333333333,0.7656706613322453,0.617765403867774,0.7965913475734896
23,5.7976062077965607e-05,0.7053094163537026,0.5922992949684461,0.8083333333333333,0.7445442255897553,0.6088522657530093,0.800701042589435
24,4.7244000305777854e-05,0.7410020709037781,0.5592097846170266,0.825,0.7433044714496633,0.5914773973554154,0.8092056776831327
25,3.7692535815632644e-05,0.7174214253822963,0.5603133137027423,0.8,0.7342454053260847,0.5805699680769798,0.8059836904940363
26,2.9426316451256393e-05,0.7235411450266838,0.5462095427016417,0.8083333333333333,0.7304989142212944,0.5685438191956115,0.8068060654877902
27,2.2535908641822862e-05,0.6804260189334551,0.5333599500358105,0.8166666666666667,0.7129734008705506,0.5562294649896812,0.810257275900397
28,1.7096805137202738e-05,0.6574930439392725,0.5324208992222945,0.8083333333333333,0.6935552759446033,0.5478964669710958,0.8095838960019246
29,1.3168597893598177e-05,0.6650264377395312,0.5373178320626418,0.8083333333333333,0.683570182572828,0.544193944753137,0.8091461990679176
30,1.0794325171600358e-05,0.6675007234017054,0.5254941699405511,0.8083333333333333,0.6779458718629351,0.5376490235687319,0.808861696060813
