experiment,num_runs,mean_best_val_acc,std_best_val_acc,min_best_val_acc,max_best_val_acc,seeds
six_class_mean,3,0.9194444444444445,0.02545875386086575,0.8916666666666667,0.9416666666666667,42 332 2026
